date,city,latitude,longitude,temp_mean,temp_min,temp_max,precipitation_mm,heating_degree_days,cooling_degree_days,weather_class,is_cold,is_hot,weather_demand_pressure
2014-02-25,Durres,41.3231,19.4414,7.85,0.35,15.16,0.0,10.15,0.0,-1,1,0,1
2014-02-26,Durres,41.3231,19.4414,8.57,3.24,15.47,5.34,9.43,0.0,-1,1,0,1
2014-02-27,Durres,41.3231,19.4414,8.13,1.16,14.94,2.95,9.87,0.0,-1,1,0,1
2014-02-28,Durres,41.3231,19.4414,9.52,4.71,18.2,6.03,8.48,0.0,-1,1,0,1
2014-03-01,Durres,41.3231,19.4414,9.9,1.94,17.94,0.56,8.1,0.0,-1,1,0,1
2014-03-02,Durres,41.3231,19.4414,9.13,1.29,17.61,0.0,8.87,0.0,-1,1,0,1
2014-03-03,Durres,41.3231,19.4414,12.97,6.93,19.87,7.57,5.03,0.0,0,0,0,0
2014-03-04,Durres,41.3231,19.4414,9.0,2.66,15.17,0.0,9.0,0.0,-1,1,0,1
2014-03-05,Durres,41.3231,19.4414,12.67,6.08,18.07,0.0,5.33,0.0,0,0,0,0
2014-03-06,Durres,41.3231,19.4414,8.93,3.47,17.43,7.51,9.07,0.0,-1,1,0,1
2014-03-07,Durres,41.3231,19.4414,10.68,3.82,17.55,8.68,7.32,0.0,0,0,0,0
2014-03-08,Durres,41.3231,19.4414,12.22,5.28,19.51,5.09,5.78,0.0,0,0,0,0
2014-03-09,Durres,41.3231,19.4414,12.3,5.96,19.41,5.36,5.7,0.0,0,0,0,0
2014-03-10,Durres,41.3231,19.4414,9.79,4.77,16.73,1.41,8.21,0.0,-1,1,0,1
2014-03-11,Durres,41.3231,19.4414,11.25,3.53,19.32,0.0,6.75,0.0,0,0,0,0
2014-03-12,Durres,41.3231,19.4414,11.6,6.69,19.34,3.05,6.4,0.0,0,0,0,0
2014-03-13,Durres,41.3231,19.4414,10.08,3.37,19.45,0.0,7.92,0.0,0,0,0,0
2014-03-14,Durres,41.3231,19.4414,12.24,7.38,17.87,0.0,5.76,0.0,0,0,0,0
2014-03-15,Durres,41.3231,19.4414,14.55,9.54,22.13,0.0,3.45,0.0,0,0,0,0
2014-03-16,Durres,41.3231,19.4414,12.25,7.68,17.54,11.66,5.75,0.0,0,0,0,0
2014-03-17,Durres,41.3231,19.4414,12.41,6.64,21.05,1.29,5.59,0.0,0,0,0,0
2014-03-18,Durres,41.3231,19.4414,12.54,5.8,20.31,0.0,5.46,0.0,0,0,0,0
2014-03-19,Durres,41.3231,19.4414,9.28,2.95,16.21,1.31,8.72,0.0,-1,1,0,1
2014-03-20,Durres,41.3231,19.4414,12.32,5.45,20.93,0.0,5.68,0.0,0,0,0,0
2014-03-21,Durres,41.3231,19.4414,10.4,3.54,17.45,0.0,7.6,0.0,0,0,0,0
2014-03-22,Durres,41.3231,19.4414,10.83,5.84,16.86,0.0,7.17,0.0,0,0,0,0
2014-03-23,Durres,41.3231,19.4414,15.72,11.02,22.85,11.2,2.28,0.0,0,0,0,0
2014-03-24,Durres,41.3231,19.4414,12.07,5.38,17.39,2.3,5.93,0.0,0,0,0,0
2014-03-25,Durres,41.3231,19.4414,11.37,4.59,20.41,0.0,6.63,0.0,0,0,0,0
2014-03-26,Durres,41.3231,19.4414,14.41,7.97,22.7,0.0,3.59,0.0,0,0,0,0
2014-03-27,Durres,41.3231,19.4414,11.59,6.23,20.01,0.0,6.41,0.0,0,0,0,0
2014-03-28,Durres,41.3231,19.4414,12.62,5.28,21.56,0.0,5.38,0.0,0,0,0,0
2014-03-29,Durres,41.3231,19.4414,14.75,9.98,23.31,0.0,3.25,0.0,0,0,0,0
2014-03-30,Durres,41.3231,19.4414,13.59,6.88,20.54,0.0,4.41,0.0,0,0,0,0
2014-03-31,Durres,41.3231,19.4414,11.43,6.51,16.96,0.0,6.57,0.0,0,0,0,0
2014-04-01,Durres,41.3231,19.4414,15.01,8.22,21.69,5.36,2.99,0.0,0,0,0,0
2014-04-02,Durres,41.3231,19.4414,13.52,7.56,22.73,0.0,4.48,0.0,0,0,0,0
2014-04-03,Durres,41.3231,19.4414,16.9,9.89,26.18,0.0,1.1,0.0,0,0,0,0
2014-04-04,Durres,41.3231,19.4414,13.33,8.65,21.79,0.0,4.67,0.0,0,0,0,0
2014-04-05,Durres,41.3231,19.4414,15.9,9.46,21.82,8.54,2.1,0.0,0,0,0,0
2014-04-06,Durres,41.3231,19.4414,17.19,12.18,23.06,0.0,0.81,0.0,0,0,0,0
2014-04-07,Durres,41.3231,19.4414,13.13,6.24,22.09,0.0,4.87,0.0,0,0,0,0
2014-04-08,Durres,41.3231,19.4414,14.8,9.88,20.44,5.98,3.2,0.0,0,0,0,0
2014-04-09,Durres,41.3231,19.4414,15.58,10.82,23.2,0.0,2.42,0.0,0,0,0,0
2014-04-10,Durres,41.3231,19.4414,14.06,7.06,20.76,0.0,3.94,0.0,0,0,0,0
2014-04-11,Durres,41.3231,19.4414,15.64,10.92,22.0,0.0,2.36,0.0,0,0,0,0
2014-04-12,Durres,41.3231,19.4414,15.55,10.27,23.6,0.0,2.45,0.0,0,0,0,0
2014-04-13,Durres,41.3231,19.4414,16.12,8.74,25.44,0.0,1.88,0.0,0,0,0,0
2014-04-14,Durres,41.3231,19.4414,17.29,9.95,25.79,6.76,0.71,0.0,0,0,0,0
2014-04-15,Durres,41.3231,19.4414,17.58,10.09,24.76,0.0,0.42,0.0,0,0,0,0
2014-04-16,Durres,41.3231,19.4414,18.13,12.49,25.11,0.0,0.0,0.0,0,0,0,0
2014-04-17,Durres,41.3231,19.4414,16.84,10.49,25.92,0.0,1.16,0.0,0,0,0,0
2014-04-18,Durres,41.3231,19.4414,16.56,9.35,24.16,4.88,1.44,0.0,0,0,0,0
2014-04-19,Durres,41.3231,19.4414,16.72,11.74,23.95,0.0,1.28,0.0,0,0,0,0
2014-04-20,Durres,41.3231,19.4414,17.05,10.01,25.12,0.0,0.95,0.0,0,0,0,0
2014-04-21,Durres,41.3231,19.4414,16.85,12.01,22.92,0.0,1.15,0.0,0,0,0,0
2014-04-22,Durres,41.3231,19.4414,17.97,10.27,23.26,5.13,0.03,0.0,0,0,0,0
2014-04-23,Durres,41.3231,19.4414,14.46,7.73,23.31,0.0,3.54,0.0,0,0,0,0
2014-04-24,Durres,41.3231,19.4414,16.57,10.35,24.3,0.0,1.43,0.0,0,0,0,0
2014-04-25,Durres,41.3231,19.4414,16.72,10.53,22.47,0.0,1.28,0.0,0,0,0,0
2014-04-26,Durres,41.3231,19.4414,15.92,10.79,22.27,0.0,2.08,0.0,0,0,0,0
2014-04-27,Durres,41.3231,19.4414,19.72,14.01,29.17,0.0,0.0,0.0,0,0,0,0
2014-04-28,Durres,41.3231,19.4414,17.63,10.59,25.49,0.0,0.37,0.0,0,0,0,0
2014-04-29,Durres,41.3231,19.4414,17.99,11.6,25.85,0.0,0.01,0.0,0,0,0,0
2014-04-30,Durres,41.3231,19.4414,17.18,10.83,22.51,0.0,0.82,0.0,0,0,0,0
2014-05-01,Durres,41.3231,19.4414,17.94,12.75,27.3,0.0,0.06,0.0,0,0,0,0
2014-05-02,Durres,41.3231,19.4414,16.45,9.54,25.47,0.0,1.55,0.0,0,0,0,0
2014-05-03,Durres,41.3231,19.4414,18.41,12.54,25.87,0.0,0.0,0.0,0,0,0,0
2014-05-04,Durres,41.3231,19.4414,17.25,12.11,23.64,13.4,0.75,0.0,0,0,0,0
2014-05-05,Durres,41.3231,19.4414,18.61,10.8,26.75,4.73,0.0,0.0,0,0,0,0
2014-05-06,Durres,41.3231,19.4414,14.53,8.26,23.28,0.0,3.47,0.0,0,0,0,0
2014-05-07,Durres,41.3231,19.4414,16.57,10.22,25.11,0.0,1.43,0.0,0,0,0,0
2014-05-08,Durres,41.3231,19.4414,21.08,13.15,30.48,0.0,0.0,0.0,0,0,0,0
2014-05-09,Durres,41.3231,19.4414,20.96,15.18,28.83,0.0,0.0,0.0,0,0,0,0
2014-05-10,Durres,41.3231,19.4414,22.08,14.28,28.53,0.0,0.0,0.0,0,0,0,0
2014-05-11,Durres,41.3231,19.4414,22.69,15.76,29.93,0.0,0.0,0.0,0,0,0,0
2014-05-12,Durres,41.3231,19.4414,22.11,15.4,30.79,0.0,0.0,0.0,0,0,0,0
2014-05-13,Durres,41.3231,19.4414,20.26,14.94,26.45,0.0,0.0,0.0,0,0,0,0
2014-05-14,Durres,41.3231,19.4414,18.9,14.22,24.94,0.0,0.0,0.0,0,0,0,0
2014-05-15,Durres,41.3231,19.4414,22.57,16.54,30.84,0.0,0.0,0.0,0,0,0,0
2014-05-16,Durres,41.3231,19.4414,21.17,16.63,28.17,6.88,0.0,0.0,0,0,0,0
2014-05-17,Durres,41.3231,19.4414,25.14,20.39,33.81,0.0,0.0,1.14,0,0,0,0
2014-05-18,Durres,41.3231,19.4414,20.4,13.82,26.05,0.0,0.0,0.0,0,0,0,0
2014-05-19,Durres,41.3231,19.4414,24.46,17.43,30.97,0.0,0.0,0.46,0,0,0,0
2014-05-20,Durres,41.3231,19.4414,20.93,15.84,27.13,9.29,0.0,0.0,0,0,0,0
2014-05-21,Durres,41.3231,19.4414,23.56,16.49,31.7,0.0,0.0,0.0,0,0,0,0
2014-05-22,Durres,41.3231,19.4414,24.3,16.47,32.71,13.53,0.0,0.3,0,0,0,0
2014-05-23,Durres,41.3231,19.4414,20.22,13.12,27.28,0.0,0.0,0.0,0,0,0,0
2014-05-24,Durres,41.3231,19.4414,21.46,14.21,28.61,0.0,0.0,0.0,0,0,0,0
2014-05-25,Durres,41.3231,19.4414,20.89,13.94,26.49,0.0,0.0,0.0,0,0,0,0
2014-05-26,Durres,41.3231,19.4414,20.81,15.53,28.97,0.0,0.0,0.0,0,0,0,0
2014-05-27,Durres,41.3231,19.4414,23.69,17.93,33.15,0.0,0.0,0.0,0,0,0,0
2014-05-28,Durres,41.3231,19.4414,22.3,14.48,30.8,0.0,0.0,0.0,0,0,0,0
2014-05-29,Durres,41.3231,19.4414,22.53,15.72,28.53,0.0,0.0,0.0,0,0,0,0
2014-05-30,Durres,41.3231,19.4414,23.92,16.66,31.73,0.0,0.0,0.0,0,0,0,0
2014-05-31,Durres,41.3231,19.4414,19.55,11.66,25.88,0.0,0.0,0.0,0,0,0,0
2014-06-01,Durres,41.3231,19.4414,25.07,19.76,30.21,46.99,0.0,1.07,0,0,0,0
2014-06-02,Durres,41.3231,19.4414,23.0,17.37,28.81,0.0,0.0,0.0,0,0,0,0
2014-06-03,Durres,41.3231,19.4414,24.35,17.59,29.81,12.74,0.0,0.35,0,0,0,0
2014-06-04,Durres,41.3231,19.4414,24.13,19.55,30.02,0.0,0.0,0.13,0,0,0,0
2014-06-05,Durres,41.3231,19.4414,25.95,19.45,34.53,0.0,0.0,1.95,0,0,0,0
2014-06-06,Durres,41.3231,19.4414,23.76,16.43,30.08,7.53,0.0,0.0,0,0,0,0
2014-06-07,Durres,41.3231,19.4414,20.67,14.03,29.07,0.0,0.0,0.0,0,0,0,0
2014-06-08,Durres,41.3231,19.4414,24.53,19.0,33.8,0.0,0.0,0.53,0,0,0,0
2014-06-09,Durres,41.3231,19.4414,25.21,18.17,32.79,0.0,0.0,1.21,0,0,0,0
2014-06-10,Durres,41.3231,19.4414,23.18,18.17,30.37,2.98,0.0,0.0,0,0,0,0
2014-06-11,Durres,41.3231,19.4414,24.97,17.34,33.35,4.45,0.0,0.97,0,0,0,0
2014-06-12,Durres,41.3231,19.4414,23.86,19.01,29.3,0.0,0.0,0.0,0,0,0,0
2014-06-13,Durres,41.3231,19.4414,22.03,14.51,28.96,0.0,0.0,0.0,0,0,0,0
2014-06-14,Durres,41.3231,19.4414,25.16,18.92,32.41,0.0,0.0,1.16,0,0,0,0
2014-06-15,Durres,41.3231,19.4414,23.27,17.27,32.01,0.0,0.0,0.0,0,0,0,0
2014-06-16,Durres,41.3231,19.4414,23.63,17.38,32.29,0.0,0.0,0.0,0,0,0,0
2014-06-17,Durres,41.3231,19.4414,23.78,18.58,32.6,0.0,0.0,0.0,0,0,0,0
2014-06-18,Durres,41.3231,19.4414,26.59,20.49,34.73,0.0,0.0,2.59,1,0,1,1
2014-06-19,Durres,41.3231,19.4414,24.69,17.22,32.08,4.07,0.0,0.69,0,0,0,0
2014-06-20,Durres,41.3231,19.4414,24.94,17.64,33.67,0.0,0.0,0.94,0,0,0,0
2014-06-21,Durres,41.3231,19.4414,24.59,19.52,33.52,0.0,0.0,0.59,0,0,0,0
2014-06-22,Durres,41.3231,19.4414,25.92,19.06,33.08,0.0,0.0,1.92,0,0,0,0
2014-06-23,Durres,41.3231,19.4414,27.8,20.3,37.23,5.14,0.0,3.8,1,0,1,1
2014-06-24,Durres,41.3231,19.4414,26.61,19.24,35.55,4.59,0.0,2.61,1,0,1,1
2014-06-25,Durres,41.3231,19.4414,27.01,21.02,34.31,0.0,0.0,3.01,1,0,1,1
2014-06-26,Durres,41.3231,19.4414,26.72,22.05,32.03,0.0,0.0,2.72,1,0,1,1
2014-06-27,Durres,41.3231,19.4414,23.32,15.56,29.33,0.0,0.0,0.0,0,0,0,0
2014-06-28,Durres,41.3231,19.4414,24.27,18.38,32.76,10.7,0.0,0.27,0,0,0,0
2014-06-29,Durres,41.3231,19.4414,25.34,19.58,30.84,0.0,0.0,1.34,0,0,0,0
2014-06-30,Durres,41.3231,19.4414,24.57,17.41,31.68,0.0,0.0,0.57,0,0,0,0
2014-07-01,Durres,41.3231,19.4414,24.21,18.78,31.93,0.0,0.0,0.21,0,0,0,0
2014-07-02,Durres,41.3231,19.4414,23.16,15.74,32.11,7.47,0.0,0.0,0,0,0,0
2014-07-03,Durres,41.3231,19.4414,23.62,18.86,32.43,0.0,0.0,0.0,0,0,0,0
2014-07-04,Durres,41.3231,19.4414,25.57,18.48,34.01,0.0,0.0,1.57,0,0,0,0
2014-07-05,Durres,41.3231,19.4414,25.67,17.79,32.51,0.0,0.0,1.67,0,0,0,0
2014-07-06,Durres,41.3231,19.4414,24.61,16.62,30.25,0.0,0.0,0.61,0,0,0,0
2014-07-07,Durres,41.3231,19.4414,26.17,18.43,34.18,0.0,0.0,2.17,1,0,1,1
2014-07-08,Durres,41.3231,19.4414,25.81,18.26,31.62,0.0,0.0,1.81,0,0,0,0
2014-07-09,Durres,41.3231,19.4414,28.22,22.75,35.75,0.0,0.0,4.22,1,0,1,1
2014-07-10,Durres,41.3231,19.4414,26.38,18.49,35.79,0.0,0.0,2.38,1,0,1,1
2014-07-11,Durres,41.3231,19.4414,27.48,19.74,34.96,0.0,0.0,3.48,1,0,1,1
2014-07-12,Durres,41.3231,19.4414,26.81,20.44,34.71,0.0,0.0,2.81,1,0,1,1
2014-07-13,Durres,41.3231,19.4414,24.29,18.39,32.34,0.0,0.0,0.29,0,0,0,0
2014-07-14,Durres,41.3231,19.4414,26.3,21.42,35.04,0.0,0.0,2.3,1,0,1,1
2014-07-15,Durres,41.3231,19.4414,24.54,17.97,31.49,0.0,0.0,0.54,0,0,0,0
2014-07-16,Durres,41.3231,19.4414,26.44,19.49,33.68,12.13,0.0,2.44,1,0,1,1
2014-07-17,Durres,41.3231,19.4414,25.41,19.49,31.2,0.0,0.0,1.41,0,0,0,0
2014-07-18,Durres,41.3231,19.4414,27.33,21.41,35.1,0.0,0.0,3.33,1,0,1,1
2014-07-19,Durres,41.3231,19.4414,24.85,18.34,31.18,0.0,0.0,0.85,0,0,0,0
2014-07-20,Durres,41.3231,19.4414,26.92,22.32,34.21,3.44,0.0,2.92,1,0,1,1
2014-07-21,Durres,41.3231,19.4414,27.85,19.99,36.3,0.0,0.0,3.85,1,0,1,1
2014-07-22,Durres,41.3231,19.4414,28.19,22.68,33.27,0.0,0.0,4.19,1,0,1,1
2014-07-23,Durres,41.3231,19.4414,25.09,20.1,32.63,0.0,0.0,1.09,0,0,0,0
2014-07-24,Durres,41.3231,19.4414,26.13,21.61,31.91,0.0,0.0,2.13,1,0,1,1
2014-07-25,Durres,41.3231,19.4414,26.55,19.05,32.81,0.0,0.0,2.55,1,0,1,1
2014-07-26,Durres,41.3231,19.4414,28.83,21.31,33.99,0.0,0.0,4.83,1,0,1,1
2014-07-27,Durres,41.3231,19.4414,23.88,19.04,29.64,0.0,0.0,0.0,0,0,0,0
2014-07-28,Durres,41.3231,19.4414,25.02,19.99,34.46,0.0,0.0,1.02,0,0,0,0
2014-07-29,Durres,41.3231,19.4414,30.85,24.78,40.34,0.0,0.0,6.85,1,0,1,1
2014-07-30,Durres,41.3231,19.4414,25.49,20.34,33.73,0.0,0.0,1.49,0,0,0,0
2014-07-31,Durres,41.3231,19.4414,23.0,15.93,30.75,2.29,0.0,0.0,0,0,0,0
2014-08-01,Durres,41.3231,19.4414,25.63,20.92,34.12,14.78,0.0,1.63,0,0,0,0
2014-08-02,Durres,41.3231,19.4414,21.93,15.51,30.97,0.0,0.0,0.0,0,0,0,0
2014-08-03,Durres,41.3231,19.4414,26.88,21.04,34.22,24.09,0.0,2.88,1,0,1,1
2014-08-04,Durres,41.3231,19.4414,28.14,22.01,33.3,0.0,0.0,4.14,1,0,1,1
2014-08-05,Durres,41.3231,19.4414,25.35,19.36,33.54,0.0,0.0,1.35,0,0,0,0
2014-08-06,Durres,41.3231,19.4414,25.85,20.81,35.28,6.29,0.0,1.85,0,0,0,0
2014-08-07,Durres,41.3231,19.4414,27.67,22.4,33.84,0.0,0.0,3.67,1,0,1,1
2014-08-08,Durres,41.3231,19.4414,23.63,18.9,30.71,0.0,0.0,0.0,0,0,0,0
2014-08-09,Durres,41.3231,19.4414,24.32,19.42,30.95,0.0,0.0,0.32,0,0,0,0
2014-08-10,Durres,41.3231,19.4414,25.6,17.67,32.35,0.0,0.0,1.6,0,0,0,0
2014-08-11,Durres,41.3231,19.4414,24.31,18.83,32.55,0.0,0.0,0.31,0,0,0,0
2014-08-12,Durres,41.3231,19.4414,25.38,19.81,32.08,0.0,0.0,1.38,0,0,0,0
2014-08-13,Durres,41.3231,19.4414,23.26,18.31,32.49,4.56,0.0,0.0,0,0,0,0
2014-08-14,Durres,41.3231,19.4414,25.39,18.25,33.95,5.68,0.0,1.39,0,0,0,0
2014-08-15,Durres,41.3231,19.4414,25.01,17.28,30.14,0.0,0.0,1.01,0,0,0,0
2014-08-16,Durres,41.3231,19.4414,26.16,18.9,34.84,0.0,0.0,2.16,1,0,1,1
2014-08-17,Durres,41.3231,19.4414,25.17,18.52,33.65,0.0,0.0,1.17,0,0,0,0
2014-08-18,Durres,41.3231,19.4414,25.24,17.9,32.57,2.19,0.0,1.24,0,0,0,0
2014-08-19,Durres,41.3231,19.4414,22.33,16.41,29.56,0.0,0.0,0.0,0,0,0,0
2014-08-20,Durres,41.3231,19.4414,25.21,17.71,33.97,0.0,0.0,1.21,0,0,0,0
2014-08-21,Durres,41.3231,19.4414,23.64,16.34,30.55,0.0,0.0,0.0,0,0,0,0
2014-08-22,Durres,41.3231,19.4414,24.0,19.5,29.72,0.0,0.0,0.0,0,0,0,0
2014-08-23,Durres,41.3231,19.4414,25.93,19.72,32.34,3.69,0.0,1.93,0,0,0,0
2014-08-24,Durres,41.3231,19.4414,23.26,17.83,29.45,0.0,0.0,0.0,0,0,0,0
2014-08-25,Durres,41.3231,19.4414,26.27,21.47,34.33,0.0,0.0,2.27,1,0,1,1
2014-08-26,Durres,41.3231,19.4414,26.36,18.9,32.16,0.0,0.0,2.36,1,0,1,1
2014-08-27,Durres,41.3231,19.4414,25.21,20.68,33.11,3.75,0.0,1.21,0,0,0,0
2014-08-28,Durres,41.3231,19.4414,22.3,15.24,29.4,0.0,0.0,0.0,0,0,0,0
2014-08-29,Durres,41.3231,19.4414,20.22,12.26,29.0,0.0,0.0,0.0,0,0,0,0
2014-08-30,Durres,41.3231,19.4414,25.4,19.21,32.58,0.0,0.0,1.4,0,0,0,0
2014-08-31,Durres,41.3231,19.4414,24.06,18.27,33.25,0.71,0.0,0.06,0,0,0,0
2014-09-01,Durres,41.3231,19.4414,22.91,16.29,31.96,0.0,0.0,0.0,0,0,0,0
2014-09-02,Durres,41.3231,19.4414,25.79,18.47,31.62,0.0,0.0,1.79,0,0,0,0
2014-09-03,Durres,41.3231,19.4414,21.97,16.63,30.06,0.0,0.0,0.0,0,0,0,0
2014-09-04,Durres,41.3231,19.4414,22.71,17.33,28.67,0.0,0.0,0.0,0,0,0,0
2014-09-05,Durres,41.3231,19.4414,24.49,17.87,33.2,9.49,0.0,0.49,0,0,0,0
2014-09-06,Durres,41.3231,19.4414,21.14,13.35,29.0,0.0,0.0,0.0,0,0,0,0
2014-09-07,Durres,41.3231,19.4414,22.58,17.04,28.9,0.0,0.0,0.0,0,0,0,0
2014-09-08,Durres,41.3231,19.4414,24.68,18.86,30.8,0.0,0.0,0.68,0,0,0,0
2014-09-09,Durres,41.3231,19.4414,23.13,15.15,30.06,0.0,0.0,0.0,0,0,0,0
2014-09-10,Durres,41.3231,19.4414,24.25,19.13,32.85,0.0,0.0,0.25,0,0,0,0
2014-09-11,Durres,41.3231,19.4414,24.47,19.7,33.06,0.0,0.0,0.47,0,0,0,0
2014-09-12,Durres,41.3231,19.4414,22.55,15.99,27.7,0.0,0.0,0.0,0,0,0,0
2014-09-13,Durres,41.3231,19.4414,19.0,14.41,25.36,0.0,0.0,0.0,0,0,0,0
2014-09-14,Durres,41.3231,19.4414,20.79,15.65,27.69,0.0,0.0,0.0,0,0,0,0
2014-09-15,Durres,41.3231,19.4414,23.52,16.84,31.15,9.23,0.0,0.0,0,0,0,0
2014-09-16,Durres,41.3231,19.4414,19.28,12.47,24.95,0.0,0.0,0.0,0,0,0,0
2014-09-17,Durres,41.3231,19.4414,20.68,14.4,27.19,0.0,0.0,0.0,0,0,0,0
2014-09-18,Durres,41.3231,19.4414,21.38,15.54,30.37,0.0,0.0,0.0,0,0,0,0
2014-09-19,Durres,41.3231,19.4414,23.53,17.01,30.67,0.0,0.0,0.0,0,0,0,0
2014-09-20,Durres,41.3231,19.4414,20.29,13.54,28.64,0.0,0.0,0.0,0,0,0,0
2014-09-21,Durres,41.3231,19.4414,20.34,13.02,27.52,0.0,0.0,0.0,0,0,0,0
2014-09-22,Durres,41.3231,19.4414,21.44,14.17,28.54,0.0,0.0,0.0,0,0,0,0
2014-09-23,Durres,41.3231,19.4414,21.83,15.0,29.63,0.0,0.0,0.0,0,0,0,0
2014-09-24,Durres,41.3231,19.4414,20.64,13.01,26.8,2.79,0.0,0.0,0,0,0,0
2014-09-25,Durres,41.3231,19.4414,22.75,15.32,28.88,3.01,0.0,0.0,0,0,0,0
2014-09-26,Durres,41.3231,19.4414,19.82,14.85,29.27,0.0,0.0,0.0,0,0,0,0
2014-09-27,Durres,41.3231,19.4414,21.41,13.56,30.32,0.0,0.0,0.0,0,0,0,0
2014-09-28,Durres,41.3231,19.4414,21.84,14.21,30.16,0.0,0.0,0.0,0,0,0,0
2014-09-29,Durres,41.3231,19.4414,20.16,14.54,25.78,0.0,0.0,0.0,0,0,0,0
2014-09-30,Durres,41.3231,19.4414,21.38,16.81,26.52,0.0,0.0,0.0,0,0,0,0
2014-10-01,Durres,41.3231,19.4414,19.47,12.86,25.26,0.0,0.0,0.0,0,0,0,0
2014-10-02,Durres,41.3231,19.4414,19.91,13.88,29.13,0.0,0.0,0.0,0,0,0,0
2014-10-03,Durres,41.3231,19.4414,18.81,11.69,27.48,0.0,0.0,0.0,0,0,0,0
2014-10-04,Durres,41.3231,19.4414,18.83,12.5,26.19,7.19,0.0,0.0,0,0,0,0
2014-10-05,Durres,41.3231,19.4414,16.9,12.13,26.26,9.24,1.1,0.0,0,0,0,0
2014-10-06,Durres,41.3231,19.4414,17.06,11.7,22.71,11.99,0.94,0.0,0,0,0,0
2014-10-07,Durres,41.3231,19.4414,20.04,12.45,27.56,3.19,0.0,0.0,0,0,0,0
2014-10-08,Durres,41.3231,19.4414,18.67,14.04,24.49,2.75,0.0,0.0,0,0,0,0
2014-10-09,Durres,41.3231,19.4414,15.84,8.76,22.22,0.0,2.16,0.0,0,0,0,0
2014-10-10,Durres,41.3231,19.4414,17.85,12.33,27.09,0.0,0.15,0.0,0,0,0,0
2014-10-11,Durres,41.3231,19.4414,13.48,7.39,22.39,26.93,4.52,0.0,0,0,0,0
2014-10-12,Durres,41.3231,19.4414,16.47,10.11,21.93,0.0,1.53,0.0,0,0,0,0
2014-10-13,Durres,41.3231,19.4414,18.6,13.23,24.73,0.0,0.0,0.0,0,0,0,0
2014-10-14,Durres,41.3231,19.4414,16.35,9.56,24.02,0.0,1.65,0.0,0,0,0,0
2014-10-15,Durres,41.3231,19.4414,16.64,9.72,21.92,0.0,1.36,0.0,0,0,0,0
2014-10-16,Durres,41.3231,19.4414,11.62,6.82,19.1,2.44,6.38,0.0,0,0,0,0
2014-10-17,Durres,41.3231,19.4414,15.54,9.73,23.17,0.0,2.46,0.0,0,0,0,0
2014-10-18,Durres,41.3231,19.4414,16.85,9.74,23.16,0.0,1.15,0.0,0,0,0,0
2014-10-19,Durres,41.3231,19.4414,17.12,10.1,23.44,0.0,0.88,0.0,0,0,0,0
2014-10-20,Durres,41.3231,19.4414,17.75,11.35,23.78,0.0,0.25,0.0,0,0,0,0
2014-10-21,Durres,41.3231,19.4414,15.59,8.37,24.8,0.0,2.41,0.0,0,0,0,0
2014-10-22,Durres,41.3231,19.4414,15.75,10.88,22.5,0.0,2.25,0.0,0,0,0,0
2014-10-23,Durres,41.3231,19.4414,13.77,8.86,21.41,0.0,4.23,0.0,0,0,0,0
2014-10-24,Durres,41.3231,19.4414,15.6,8.8,21.96,0.0,2.4,0.0,0,0,0,0
2014-10-25,Durres,41.3231,19.4414,14.3,7.37,22.46,3.56,3.7,0.0,0,0,0,0
2014-10-26,Durres,41.3231,19.4414,13.25,5.9,18.71,9.32,4.75,0.0,0,0,0,0
2014-10-27,Durres,41.3231,19.4414,14.09,8.96,19.41,5.3,3.91,0.0,0,0,0,0
2014-10-28,Durres,41.3231,19.4414,18.29,11.98,26.64,4.63,0.0,0.0,0,0,0,0
2014-10-29,Durres,41.3231,19.4414,15.46,8.64,23.73,0.0,2.54,0.0,0,0,0,0
2014-10-30,Durres,41.3231,19.4414,15.6,10.32,21.79,0.0,2.4,0.0,0,0,0,0
2014-10-31,Durres,41.3231,19.4414,14.35,8.04,20.95,10.97,3.65,0.0,0,0,0,0
2014-11-01,Durres,41.3231,19.4414,12.05,5.32,21.36,2.94,5.95,0.0,0,0,0,0
2014-11-02,Durres,41.3231,19.4414,15.99,10.73,21.46,1.9,2.01,0.0,0,0,0,0
2014-11-03,Durres,41.3231,19.4414,10.77,4.95,16.59,0.0,7.23,0.0,0,0,0,0
2014-11-04,Durres,41.3231,19.4414,13.58,8.32,20.51,0.0,4.42,0.0,0,0,0,0
2014-11-05,Durres,41.3231,19.4414,14.45,6.79,20.72,0.0,3.55,0.0,0,0,0,0
2014-11-06,Durres,41.3231,19.4414,14.79,9.46,22.71,0.0,3.21,0.0,0,0,0,0
2014-11-07,Durres,41.3231,19.4414,13.42,8.5,21.53,0.0,4.58,0.0,0,0,0,0
2014-11-08,Durres,41.3231,19.4414,11.23,6.6,18.59,0.0,6.77,0.0,0,0,0,0
2014-11-09,Durres,41.3231,19.4414,12.23,7.57,19.98,0.0,5.77,0.0,0,0,0,0
2014-11-10,Durres,41.3231,19.4414,12.1,6.93,19.05,0.0,5.9,0.0,0,0,0,0
2014-11-11,Durres,41.3231,19.4414,12.17,5.54,20.6,0.0,5.83,0.0,0,0,0,0
2014-11-12,Durres,41.3231,19.4414,14.46,9.89,19.64,1.26,3.54,0.0,0,0,0,0
2014-11-13,Durres,41.3231,19.4414,10.9,5.39,17.31,0.0,7.1,0.0,0,0,0,0
