priority_rank,unit_id,building_id,city,location_type,building_type,unit_type,meter_type,connection_type,transformer_id,floor,floors,area_sqm,household_size,contracted_power_kw,latitude,longitude,readings,avg_consumption,median_consumption,std_consumption,total_consumption,avg_expected_kwh,total_expected_kwh,zero_days,low_expected_days,sudden_drop_days,flatline_days,weather_low_mismatch_days,normal_high_mismatch_days,avg_temp_mean,avg_weather_demand_pressure,fraud_label,anomaly_type,zero_ratio,flatline_ratio,low_expected_ratio,weather_mismatch_ratio,expected_gap_pct,kwh_per_sqm,kwh_per_person,cv_consumption,peer_avg_consumption,peer_low_gap_pct,estimated_missing_kwh_30d,estimated_loss_lek_30d,building_ai_anomaly_score,fraud_probability,consumption_deviation_score,peer_deviation_score,meter_behavior_score,weather_context_score,loss_impact_score,risk_score,risk_level,main_reason,recommended_action,alert_explanation
172,BLD-TIR-0042-U010,BLD-TIR-0042,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,4,7,71.3,1,5.7,41.386658,19.857874,180,9.746638888888889,9.608,2.9296098540254856,1754.395,9.383205555555556,1688.977,0,0,0,5,0,0,9.142277777777778,0.6222222222222222,0,unknown,0.0,0.027777777777777776,0.0,0.0,-0.03873232139928486,0.13669900264921303,9.746638888888889,0.3005764230544361,12.607433333333335,0.22691331128285,0.0,0.0,22.57,0.0,0.0,22.69,0.94,0.0,0.0,6.42,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0042-U010 in BLD-TIR-0042 is Low risk because the strongest signal is below similar units. Expected gap: -4%, peer low gap: 23%, weather mismatch: 0%."
173,BLD-TIR-0019-U003,BLD-TIR-0019,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,2,4,79.7,1,7.3,41.2935,19.835111,180,8.759244444444445,8.523,2.154665717303015,1576.664,8.702533333333333,1566.456,1,1,1,2,1,0,9.223277777777778,0.6222222222222222,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.005555555555555556,-0.006516620958392734,0.10990269064547609,8.759244444444445,0.24598762267327892,12.607433333333335,0.3052317459981722,0.0,0.0,13.36,0.007258768391635349,0.0,30.52,2.61,0.56,0.0,6.41,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0019-U003 in BLD-TIR-0019 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 31%, weather mismatch: 1%."
174,BLD-TIR-0017-U004,BLD-TIR-0017,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,0,8,121.5,1,8.0,41.345847,19.838055,180,11.3488,10.753499999999999,3.669940593494196,2042.784,10.726866666666666,1930.836,0,0,0,4,0,0,9.041611111111111,0.5944444444444444,0,unknown,0.0,0.022222222222222223,0.0,0.0,-0.05797903084467051,0.09340576131687243,11.3488,0.323376973203704,12.607433333333335,0.09983263841701857,0.0,0.0,28.61,0.019479292802622367,0.0,9.98,0.76,0.0,0.0,6.41,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0017-U004 in BLD-TIR-0017 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -6%, peer low gap: 10%, weather mismatch: 0%."
175,BLD-PES-0023-U005,BLD-PES-0023,Peshkopi,City,Residential,Apartment,Unknown,Individual Meter,TR-PES,0,2,37.3,6,5.8,41.647423,20.411426,180,16.52572222222222,16.244,3.7964499943078356,2974.63,16.589949999999998,2986.191,2,2,2,0,2,0,5.386833333333334,0.8555555555555555,0,unknown,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112,0.0038714871218886804,0.44304885314268694,2.7542870370370367,0.22972974755697698,13.832088888888888,0.0,1.9268333333333132,26.012249999999728,36.55,0.0,0.32,0.0,4.47,1.11,0.39,6.39,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0023-U005 in BLD-PES-0023 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 0%, peer low gap: 0%, weather mismatch: 1%."
176,BLD-TIR-0031-U002,BLD-TIR-0031,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,1,6,95.5,6,2.0,41.311801,19.785357,180,18.149216666666668,18.207,4.603022278075361,3266.859,18.044727777777776,3248.051,3,3,3,0,3,0,8.936222222222222,0.6555555555555556,0,unknown,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,-0.005790549471052159,0.19004415357766144,3.0248694444444446,0.25362098886225726,12.607433333333335,0.0,0.0,0.0,34.55,0.0,0.0,0.0,6.7,1.67,0.0,6.32,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0031-U002 in BLD-TIR-0031 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 2%."
177,BLD-DUR-0032-U002,BLD-DUR-0032,Durres,Village,Residential,Apartment,Unknown,Individual Meter,TR-DUR,5,5,100.2,3,5.2,41.276,19.538196,180,13.73958888888889,13.248999999999999,4.598234670721656,2473.126,13.542583333333333,2437.665,4,4,3,4,2,1,9.572222222222223,0.5777777777777777,0,unknown,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.016666666666666666,-0.014547117836126137,0.13712164559769352,4.579862962962964,0.3346704699760133,12.442594444444444,0.0,0.0,0.0,30.16,0.016129351242573996,0.0,0.0,7.69,1.67,0.0,6.26,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0032-U002 in BLD-DUR-0032 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 2%."
178,BLD-VLO-0062-U016,BLD-VLO-0062,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,7,10,28.0,2,7.1,40.471381,19.469055,180,8.582877777777778,8.3355,2.551407230625221,1544.918,8.527855555555556,1535.0140000000001,2,2,2,3,1,1,10.276166666666667,0.5166666666666667,0,unknown,0.011111111111111112,0.016666666666666666,0.011111111111111112,0.011111111111111112,-0.006452058417708226,0.3065313492063492,4.291438888888889,0.2972671051230808,10.344127777777778,0.17026568482493828,0.0,0.0,22.01,0.0,0.0,17.03,5.03,1.11,0.0,6.2,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0062-U016 in BLD-VLO-0062 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 17%, weather mismatch: 1%."
179,BLD-PES-0010-U005,BLD-PES-0010,Peshkopi,City,Residential,Apartment,Unknown,Individual Meter,TR-PES,5,7,89.0,3,2.7,41.684205,20.389892,180,16.084916666666665,15.019,6.55646472721952,2895.285,15.249788888888888,2744.962,2,2,2,1,2,1,5.498833333333333,0.8388888888888889,0,unknown,0.011111111111111112,0.005555555555555556,0.011111111111111112,0.016666666666666666,-0.054763235338048305,0.18072940074906366,5.361638888888888,0.40761570999038566,13.832088888888888,0.0,0.0,0.0,26.82,0.04031969764782777,0.0,0.0,4.66,1.67,0.0,6.16,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0010-U005 in BLD-PES-0010 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -5%, peer low gap: 0%, weather mismatch: 2%."
180,BLD-KOR-0049-U002,BLD-KOR-0049,Korce,Village,Residential,Apartment,Unknown,Individual Meter,TR-KOR,0,3,53.3,1,3.7,40.604385,20.788197,180,7.837811111111112,7.5305,2.358377945528254,1410.806,7.663116666666667,1379.361,1,1,1,1,0,0,6.058111111111112,0.8055555555555556,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.0,-0.02279678778796849,0.14705086512403587,7.837811111111112,0.3008975225474556,9.589066666666668,0.18263044949340454,0.0,0.0,20.55,0.012378220145232887,0.0,18.26,2.42,0.0,0.0,6.12,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KOR-0049-U002 in BLD-KOR-0049 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 18%, weather mismatch: 0%."
181,BLD-KRU-0064-U002,BLD-KRU-0064,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,2,6,149.5,3,3.5,41.512427,19.72027,180,17.225044444444443,16.803,5.692079782908606,3100.508,17.1387,3084.966,3,3,3,0,3,0,8.2305,0.6777777777777778,0,unknown,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,-0.005037980969644288,0.11521768859160163,5.741681481481481,0.3304537065937418,13.458855555555555,0.0,0.0,0.0,32.55,0.0029873635136793033,0.0,0.0,6.7,1.67,0.0,6.1,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0064-U002 in BLD-KRU-0064 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 2%."
182,BLD-KUK-0040-U007,BLD-KUK-0040,Kukes,City,Residential,Apartment,Unknown,Individual Meter,TR-KUK,6,9,108.1,1,5.5,42.051406,20.446673,180,13.138361111111113,12.58,4.787490860021778,2364.905,12.27193888888889,2208.949,0,0,0,0,0,2,6.345833333333333,0.7833333333333333,0,unknown,0.0,0.0,0.0,0.011111111111111112,-0.07060190162833098,0.12153895569945526,13.138361111111113,0.3643902629509092,13.830883333333334,0.05007071533552723,0.0,0.0,29.99,0.021459444659260234,0.0,5.01,0.0,1.11,0.0,6.08,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KUK-0040-U007 in BLD-KUK-0040 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -7%, peer low gap: 5%, weather mismatch: 1%."
183,BLD-ELB-0057-U008,BLD-ELB-0057,Elbasan,City,Residential,Apartment,Unknown,Individual Meter,TR-ELB,2,8,91.6,1,7.2,41.101557,20.098058,180,11.103861111111112,11.1365,2.3883815930946617,1998.695,11.202461111111111,2016.443,0,0,0,2,0,0,8.427055555555556,0.6833333333333333,0,unknown,0.0,0.011111111111111112,0.0,0.0,0.008801637338620473,0.12122119116933529,11.103861111111112,0.21509469266548378,14.909188888888888,0.2552337223800087,2.9579999999999806,39.93299999999974,17.73,0.0,0.73,25.52,0.38,0.0,0.59,6.08,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-ELB-0057-U008 in BLD-ELB-0057 is Low risk because the strongest signal is below similar units. Expected gap: 1%, peer low gap: 26%, weather mismatch: 0%."
184,BLD-KUK-0013-U004,BLD-KUK-0013,Kukes,City,Residential,Apartment,Unknown,Individual Meter,TR-KUK,8,9,102.6,3,7.4,42.035292,20.407843,180,16.11351111111111,15.9885,4.001614678974226,2900.432,16.709322222222223,3007.678,3,3,3,1,3,0,6.4239444444444445,0.7722222222222223,0,unknown,0.016666666666666666,0.005555555555555556,0.016666666666666666,0.016666666666666666,0.035657407475135496,0.1570517652155079,5.371170370370369,0.2483390895616104,13.830883333333334,0.0,17.874333333333432,241.30350000000132,28.16,0.002625486688414185,2.97,0.0,6.89,1.67,3.58,6.06,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KUK-0013-U004 in BLD-KUK-0013 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 4%, peer low gap: 0%, weather mismatch: 2%."
185,BLD-VLO-0037-U005,BLD-VLO-0037,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,4,4,52.8,2,4.1,40.466244,19.482632,180,10.22926111111111,9.665,3.645600960281815,1841.267,9.6206,1731.708,3,3,4,2,1,3,10.619,0.5055555555555555,0,unknown,0.016666666666666666,0.011111111111111112,0.016666666666666666,0.022222222222222223,-0.06326643983858711,0.1937360058922559,5.114630555555555,0.3563894714078549,10.344127777777778,0.011104528978599345,0.0,0.0,23.14,0.0327536880504467,0.0,1.11,9.08,2.22,0.0,6.03,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0037-U005 in BLD-VLO-0037 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -6%, peer low gap: 1%, weather mismatch: 2%."
186,BLD-VLO-0046-U003,BLD-VLO-0046,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,0,4,28.0,3,7.6,40.47437,19.533312,180,8.653500000000001,8.282499999999999,2.6434406952865817,1557.63,8.43806111111111,1518.8509999999999,2,2,2,1,0,1,10.673111111111112,0.5055555555555555,0,unknown,0.011111111111111112,0.005555555555555556,0.011111111111111112,0.005555555555555556,-0.025531800025150757,0.3090535714285715,2.8845000000000005,0.3054764771810922,10.344127777777778,0.16343840815749994,0.0,0.0,20.6,0.005671620755145416,0.0,16.34,4.66,0.56,0.0,5.99,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0046-U003 in BLD-VLO-0046 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -3%, peer low gap: 16%, weather mismatch: 1%."
187,BLD-GJI-0080-U008,BLD-GJI-0080,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,0,6,179.1,1,6.6,40.070986,20.137391,180,15.407227777777777,14.883500000000002,3.5485315710806247,2773.301,15.072627777777777,2713.073,1,1,1,1,1,0,8.50161111111111,0.6611111111111111,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,-0.02219918151852162,0.08602583907190273,15.407227777777777,0.2303160323363791,12.534533333333332,0.0,0.0,0.0,28.82,0.036041258493162004,0.0,0.0,2.42,0.56,0.0,5.99,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0080-U008 in BLD-GJI-0080 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 1%."
188,BLD-FIE-0041-U009,BLD-FIE-0041,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,0,2,101.7,1,3.8,40.692597,19.551703,180,15.994611111111112,15.2715,5.820531477958808,2879.03,15.045261111111111,2708.147,1,1,1,1,0,3,9.509555555555556,0.55,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.016666666666666666,-0.06309960279113362,0.15727247896864416,15.994611111111112,0.36390578286179215,11.755369444444444,0.0,0.0,0.0,32.63,0.014789491468239175,0.0,0.0,2.42,1.67,0.0,5.99,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0041-U009 in BLD-FIE-0041 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -6%, peer low gap: 0%, weather mismatch: 2%."
189,BLD-DUR-0078-U004,BLD-DUR-0078,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,11,11,69.7,7,4.3,41.349047,19.437147,180,20.891355555555556,20.2865,6.020575828194638,3760.444,20.062705555555553,3611.287,0,0,0,0,0,1,9.923055555555557,0.5222222222222223,0,unknown,0.0,0.0,0.0,0.005555555555555556,-0.0413030036106243,0.29973250438386734,2.9844793650793653,0.28818502524569833,13.192930555555556,0.0,0.0,0.0,37.82,0.0,0.0,0.0,0.0,0.56,0.0,5.96,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0078-U004 in BLD-DUR-0078 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -4%, peer low gap: 0%, weather mismatch: 1%."
190,BLD-FIE-0071-U010,BLD-FIE-0071,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,5,11,79.8,2,4.7,40.724024,19.546036,180,10.417044444444445,10.204,2.770719241520528,1875.068,10.703394444444445,1926.611,3,3,3,4,2,0,9.391444444444444,0.5777777777777777,0,unknown,0.016666666666666666,0.022222222222222223,0.016666666666666666,0.011111111111111112,0.026753195118267306,0.13053940406571987,5.208522222222222,0.26597940099969447,11.755369444444444,0.11384797443626819,8.590500000000016,115.97175000000023,20.34,0.0,2.23,11.38,7.46,1.11,1.72,5.96,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0071-U010 in BLD-FIE-0071 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 3%, peer low gap: 11%, weather mismatch: 1%."
191,BLD-FIE-0051-U003,BLD-FIE-0051,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,1,2,28.0,3,6.1,40.708336,19.576349,180,9.316600000000001,9.112,2.013528442517466,1676.988,9.258416666666667,1666.515,0,0,0,4,0,0,9.432,0.5666666666666667,0,unknown,0.0,0.022222222222222223,0.0,0.0,-0.006284371877840946,0.3327357142857143,3.1055333333333337,0.21612266733759805,11.755369444444444,0.20746004249122077,0.0,0.0,20.85,0.0,0.0,20.75,0.76,0.0,0.0,5.89,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0051-U003 in BLD-FIE-0051 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 21%, weather mismatch: 0%."
192,BLD-GJI-0034-U009,BLD-GJI-0034,Gjirokaster,Village,Residential,Apartment,Unknown,Individual Meter,TR-GJI,5,7,46.0,1,5.8,40.044898,20.16413,180,8.591227777777778,8.4345,2.525673156202424,1546.421,8.53888888888889,1537.0,2,2,2,1,2,0,8.363555555555555,0.6722222222222223,0,unknown,0.011111111111111112,0.005555555555555556,0.011111111111111112,0.011111111111111112,-0.006129472999349335,0.18676582125603866,8.591227777777778,0.29398279518736253,10.982016666666667,0.21770035153430123,0.0,0.0,16.51,0.0,0.0,21.77,4.66,1.11,0.0,5.88,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0034-U009 in BLD-GJI-0034 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 22%, weather mismatch: 1%."
193,BLD-DUR-0070-U008,BLD-DUR-0070,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,4,9,28.0,4,5.4,41.343583,19.452526,180,11.543149999999999,11.508,2.410270859103976,2077.767,11.50993888888889,2071.789,1,1,1,5,1,0,9.703055555555554,0.5555555555555556,0,unknown,0.005555555555555556,0.027777777777777776,0.005555555555555556,0.005555555555555556,-0.002885428969841849,0.4122553571428571,2.8857874999999997,0.2088052965701716,13.192930555555556,0.12505034788202024,0.0,0.0,24.51,0.0,0.0,12.51,3.18,0.56,0.0,5.78,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0070-U008 in BLD-DUR-0070 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 13%, weather mismatch: 1%."
194,BLD-TIR-0019-U001,BLD-TIR-0019,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,2,4,170.2,2,5.2,41.29778,19.831875,180,22.03141666666667,20.8715,6.746382678887998,3965.655,20.29395,3652.911,1,1,1,2,1,0,9.044722222222221,0.6111111111111112,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.005555555555555556,-0.08561500677131213,0.12944428123775953,11.015708333333334,0.30621647173035466,12.607433333333335,0.0,0.0,0.0,32.8,0.009492624360926575,0.0,0.0,2.61,0.56,0.0,5.78,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0019-U001 in BLD-TIR-0019 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -9%, peer low gap: 0%, weather mismatch: 1%."
195,BLD-KRU-0047-U005,BLD-KRU-0047,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,0,12,28.0,6,6.1,41.491521,19.766562,180,14.538894444444445,14.307500000000001,4.418262675193504,2617.001,14.590527777777778,2626.295,2,2,2,0,2,0,8.25838888888889,0.6388888888888888,0,unknown,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112,0.0035388256079381696,0.5192462301587302,2.423149074074074,0.3038926166000054,13.458855555555555,0.0,1.548999999999996,20.911499999999947,31.14,0.007170084478199569,0.29,0.0,4.47,1.11,0.31,5.76,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0047-U005 in BLD-KRU-0047 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 0%, peer low gap: 0%, weather mismatch: 1%."
196,BLD-VLO-0028-U009,BLD-VLO-0028,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,5,5,64.1,2,5.6,40.476498,19.525241,180,9.745377777777778,9.492,3.42272698649548,1754.168,10.26745,1848.141,3,3,2,2,1,0,10.447000000000001,0.5333333333333333,0,unknown,0.016666666666666666,0.011111111111111112,0.016666666666666666,0.005555555555555556,0.05084731089240488,0.15203397469232105,4.872688888888889,0.3512154238186915,10.344127777777778,0.057883082349996826,15.662166666666675,211.4392500000001,16.78,0.029480045690875686,4.24,5.79,5.08,0.56,3.14,5.72,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0028-U009 in BLD-VLO-0028 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 5%, peer low gap: 6%, weather mismatch: 1%."
197,BLD-KRU-0079-U005,BLD-KRU-0079,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,0,5,41.8,2,2.4,41.519446,19.822683,180,10.114838888888888,9.940999999999999,2.3203893411599243,1820.671,9.997583333333333,1799.565,1,1,1,3,1,0,8.278555555555556,0.7055555555555556,0,unknown,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.005555555555555556,-0.01172838991645202,0.24198179160021266,5.057419444444444,0.22940447857344154,13.458855555555555,0.24846218557463612,0.0,0.0,14.73,0.0,0.0,24.85,2.8,0.56,0.0,5.71,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0079-U005 in BLD-KRU-0079 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 25%, weather mismatch: 1%."
198,BLD-BER-0063-U003,BLD-BER-0063,Berat,City,Residential,Apartment,Unknown,Individual Meter,TR-BER,0,2,44.4,3,3.3,40.716021,20.031441,180,10.046477777777778,9.942499999999999,2.401441258249272,1808.366,10.165677777777777,1829.822,2,2,2,2,1,0,9.059277777777778,0.6111111111111112,0,unknown,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.005555555555555556,0.011725730699488736,0.226272022022022,3.348825925925926,0.23903315284896362,12.972805555555556,0.22557401059053026,3.575999999999979,48.27599999999972,13.77,0.0,0.98,22.56,4.84,0.56,0.72,5.71,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-BER-0063-U003 in BLD-BER-0063 is Low risk because the strongest signal is below similar units. Expected gap: 1%, peer low gap: 23%, weather mismatch: 1%."
199,BLD-TIR-0066-U008,BLD-TIR-0066,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,3,12,79.8,1,6.7,41.342233,19.870157,180,9.11143888888889,8.9515,2.6136152323623967,1640.059,9.099966666666667,1637.994,1,1,1,1,1,0,9.333888888888888,0.6055555555555555,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,-0.001260688378589921,0.1141784321915901,9.11143888888889,0.28684988883036,12.607433333333335,0.2772962864059916,0.0,0.0,11.19,0.006979627640879705,0.0,27.73,2.42,0.56,0.0,5.69,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0066-U008 in BLD-TIR-0066 is Low risk because the strongest signal is below similar units. Expected gap: -0%, peer low gap: 28%, weather mismatch: 1%."
200,BLD-KRU-0003-U009,BLD-KRU-0003,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,8,9,48.6,1,4.3,41.560419,19.844416,180,10.88931111111111,10.443,3.3422763949791037,1960.076,10.4284,1877.112,1,1,1,0,0,1,8.373055555555556,0.6388888888888888,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.005555555555555556,-0.044197682397214416,0.2240598994055784,10.88931111111111,0.30693184912025795,13.458855555555555,0.190918494803504,0.0,0.0,19.26,0.0,0.0,19.09,2.23,0.56,0.0,5.65,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0003-U009 in BLD-KRU-0003 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -4%, peer low gap: 19%, weather mismatch: 1%."
201,BLD-FIE-0074-U006,BLD-FIE-0074,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,1,2,80.3,1,7.2,40.719593,19.530915,180,9.172994444444443,9.087,2.7030720150237793,1651.139,8.673488888888889,1561.228,0,0,0,3,0,2,9.567722222222223,0.6055555555555555,0,unknown,0.0,0.016666666666666666,0.0,0.011111111111111112,-0.05758992280435646,0.11423405285734052,9.172994444444443,0.2946771669158565,11.755369444444444,0.2196762094295917,0.0,0.0,17.9,0.0,0.0,21.97,0.57,1.11,0.0,5.64,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0074-U006 in BLD-FIE-0074 is Low risk because the strongest signal is below similar units. Expected gap: -6%, peer low gap: 22%, weather mismatch: 1%."
202,BLD-GJI-0011-U005,BLD-GJI-0011,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,4,4,83.1,1,5.4,40.078582,20.173718,180,11.440711111111112,10.89,3.9319032457518666,2059.328,11.04795,1988.631,2,2,3,3,2,1,8.753944444444445,0.6277777777777778,0,unknown,0.011111111111111112,0.016666666666666666,0.011111111111111112,0.016666666666666666,-0.03555058731358411,0.13767402059098813,11.440711111111112,0.3436764732161831,12.534533333333332,0.08726469451506402,0.0,0.0,20.77,0.011646844154147917,0.0,8.73,7.03,1.67,0.0,5.64,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0011-U005 in BLD-GJI-0011 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -4%, peer low gap: 9%, weather mismatch: 2%."
203,BLD-DUR-0038-U004,BLD-DUR-0038,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,4,12,28.0,7,4.9,41.283618,19.480888,180,16.91197777777778,16.503,5.383285258861392,3044.156,16.335244444444445,2940.344,0,0,1,2,0,0,9.782222222222222,0.5611111111111111,0,unknown,0.0,0.011111111111111112,0.0,0.0,-0.03530607303091066,0.6039992063492063,2.4159968253968254,0.3183119874917877,13.192930555555556,0.0,0.0,0.0,32.87,0.007067621771696859,0.0,0.0,2.38,0.0,0.0,5.64,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0038-U004 in BLD-DUR-0038 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -4%, peer low gap: 0%, weather mismatch: 0%."
204,BLD-FIE-0074-U002,BLD-FIE-0074,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,0,2,93.2,1,6.7,40.717269,19.533136,180,9.269005555555555,8.583,2.6895856433528684,1668.421,9.036288888888889,1626.532,0,0,0,3,0,0,9.283999999999999,0.6277777777777778,0,unknown,0.0,0.016666666666666666,0.0,0.0,-0.025753566483782676,0.099452849308536,9.269005555555555,0.2901698167330166,11.755369444444444,0.21150878333848858,0.0,0.0,17.56,0.007121291677605671,0.0,21.15,0.57,0.0,0.0,5.63,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0074-U002 in BLD-FIE-0074 is Low risk because the strongest signal is below similar units. Expected gap: -3%, peer low gap: 21%, weather mismatch: 0%."
